Age,age group,Attrition,Business Travel,Department,Distance From Home,Education,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,attrition yes,Daily Rate,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
51,50 - 59,No,Travel_Frequently,Research & Development,6,College,Medical,1297,Female,Laboratory Technician,Single,No,Y,6,0,968,1,2,40,2,1,High,2838,4257,0,14,3,2,80,0,8,2,7,0,7,7
30,30 - 39,No,Non-Travel,Research & Development,9,College,Medical,1298,Female,Manufacturing Director,Single,Yes,Y,3,0,879,1,3,72,3,2,High,4695,12858,7,18,3,3,80,0,10,3,8,4,1,7
29,18-29,Yes,Travel_Rarely,Research & Development,7,Bachelor,Technical Degree,1299,Female,Laboratory Technician,Divorced,Yes,Y,2,1,806,1,2,39,3,1,High,3339,17285,3,13,3,1,80,2,10,3,7,7,7,7
28,18-29,No,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,1301,Male,Research Scientist,Single,No,Y,2,0,640,1,4,84,3,1,Low,2080,4732,2,11,3,2,80,0,5,2,3,2,1,2
25,18-29,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1303,Female,Research Scientist,Single,No,Y,3,0,266,1,4,40,3,1,Medium,2096,18830,1,18,3,4,80,0,2,2,2,2,2,1
32,30 - 39,No,Travel_Rarely,Sales,8,Bachelor,Medical,1304,Male,Sales Executive,Married,No,Y,4,0,604,1,3,56,4,2,Very High,6209,11693,1,15,3,3,80,2,10,4,10,7,0,8
45,40 - 49,No,Travel_Frequently,Research & Development,25,Bachelor,Medical,1306,Female,Manager,Single,No,Y,4,0,364,1,2,83,3,5,Medium,18061,13035,3,22,4,3,80,0,22,3,0,0,0,0
39,30 - 39,No,Travel_Rarely,Research & Development,13,Master,Medical,1307,Female,Manager,Divorced,Yes,Y,4,0,412,1,3,94,2,4,Medium,17123,17334,6,13,3,4,80,2,21,3,19,9,15,2
58,50 - 59,No,Travel_Rarely,Research & Development,23,Master,Life Sciences,1308,Male,Research Scientist,Divorced,No,Y,3,0,848,1,1,88,3,1,High,2372,26076,1,12,3,4,80,2,2,3,2,2,2,2
32,30 - 39,Yes,Travel_Rarely,Research & Development,7,College,Life Sciences,1309,Male,Laboratory Technician,Married,No,Y,3,1,1089,1,4,79,3,2,High,4883,22845,1,18,3,1,80,1,10,3,10,4,1,1
39,30 - 39,Yes,Travel_Rarely,Research & Development,23,Bachelor,Medical,1310,Male,Research Scientist,Single,No,Y,2,1,360,1,3,93,3,1,Low,3904,22154,0,13,3,1,80,0,6,3,5,2,0,3
30,30 - 39,No,Travel_Rarely,Research & Development,6,Bachelor,Technical Degree,1311,Female,Laboratory Technician,Married,No,Y,6,0,1138,1,1,48,2,2,Very High,4627,23631,0,12,3,1,80,1,10,3,9,2,6,7
36,30 - 39,No,Travel_Rarely,Research & Development,10,Master,Technical Degree,1312,Female,Healthcare Representative,Married,No,Y,0,0,325,1,4,63,3,3,High,7094,5747,3,12,3,1,80,0,10,3,7,7,1,7
46,40 - 49,No,Travel_Rarely,Human Resources,1,College,Life Sciences,1314,Female,Human Resources,Single,No,Y,3,0,991,1,4,44,3,1,Low,3423,22957,6,12,3,3,80,0,10,4,7,6,5,7
28,18-29,No,Non-Travel,Research & Development,1,Bachelor,Life Sciences,1315,Female,Laboratory Technician,Married,No,Y,6,0,1476,1,3,55,1,2,Very High,6674,16392,0,11,3,1,80,3,10,3,9,8,7,5
50,50 - 59,No,Travel_Rarely,Research & Development,28,Bachelor,Life Sciences,1317,Female,Research Director,Married,Yes,Y,2,0,1322,1,4,43,3,4,Low,16880,22422,4,11,3,2,80,0,25,3,3,2,1,2
40,40 - 49,Yes,Travel_Rarely,Sales,25,Master,Marketing,1318,Male,Sales Executive,Single,Yes,Y,2,1,299,1,4,57,2,3,Medium,9094,17235,2,12,3,3,80,0,9,3,5,4,1,0
52,50 - 59,Yes,Travel_Rarely,Sales,5,Bachelor,Life Sciences,1319,Male,Sales Executive,Single,Yes,Y,2,1,1030,1,2,64,3,3,Medium,8446,21534,9,19,3,3,80,0,10,2,8,7,7,7
30,30 - 39,No,Travel_Rarely,Research & Development,17,Master,Medical,1321,Female,Manager,Married,Yes,Y,2,0,634,1,2,95,3,3,Low,11916,25927,1,23,4,4,80,2,9,3,9,1,0,8
39,30 - 39,No,Travel_Rarely,Research & Development,18,College,Life Sciences,1322,Male,Manufacturing Director,Single,No,Y,6,0,524,1,1,32,3,2,High,4534,13352,0,11,3,1,80,0,9,3,8,7,1,7
31,30 - 39,No,Non-Travel,Sales,2,Master,Life Sciences,1324,Female,Sales Executive,Divorced,Yes,Y,5,0,587,1,4,57,3,3,High,9852,8935,1,19,3,1,80,1,10,2,10,8,9,6
41,40 - 49,No,Non-Travel,Sales,10,College,Medical,1329,Male,Sales Executive,Single,No,Y,4,0,256,1,3,40,1,2,Medium,6151,22074,1,13,3,1,80,0,19,3,19,2,11,9
31,30 - 39,Yes,Travel_Frequently,Sales,1,Bachelor,Life Sciences,1331,Female,Sales Representative,Single,Yes,Y,2,1,1060,1,4,54,3,1,Medium,2302,8319,1,11,3,1,80,0,3,4,3,2,2,2
44,40 - 49,Yes,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1333,Male,Laboratory Technician,Married,No,Y,4,1,935,1,1,89,3,1,Low,2362,14669,4,12,3,3,80,0,10,4,3,2,1,2
42,40 - 49,No,Non-Travel,Research & Development,2,Below College,Life Sciences,1334,Male,Manager,Married,Yes,Y,3,0,495,1,3,37,3,4,High,17861,26582,0,13,3,4,80,0,21,2,20,8,2,10
55,50 - 59,No,Travel_Rarely,Research & Development,2,College,Medical,1336,Female,Manager,Married,No,Y,5,0,282,1,4,58,1,5,High,19187,6992,4,14,3,4,80,1,23,3,19,9,9,11
56,50 - 59,No,Travel_Rarely,Human Resources,8,Master,Life Sciences,1338,Male,Manager,Single,No,Y,4,0,206,1,4,99,3,5,Medium,19717,4022,6,14,3,1,80,0,36,3,7,3,7,7
40,40 - 49,No,Non-Travel,Research & Development,16,College,Life Sciences,1340,Male,Research Scientist,Divorced,No,Y,0,0,458,1,3,74,3,1,High,3544,8532,9,16,3,2,80,1,6,3,4,2,0,0
34,30 - 39,No,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,1344,Male,Healthcare Representative,Divorced,No,Y,0,0,943,1,4,86,3,3,Very High,8500,5494,0,11,3,4,80,1,10,2,9,7,1,6
40,40 - 49,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1346,Male,Research Scientist,Single,No,Y,4,0,523,1,3,98,3,2,Very High,4661,22455,1,13,3,3,80,0,9,3,9,8,8,8
41,40 - 49,No,Travel_Frequently,Sales,1,Bachelor,Marketing,1349,Female,Sales Executive,Divorced,No,Y,2,0,1018,1,3,66,3,2,Low,4103,4297,0,17,3,4,80,1,10,3,9,3,1,7
35,30 - 39,No,Travel_Frequently,Research & Development,4,Master,Life Sciences,1350,Male,Research Scientist,Single,Yes,Y,3,0,482,1,3,87,3,2,High,4249,2690,1,11,3,2,80,0,9,3,9,6,1,1
51,50 - 59,No,Travel_Rarely,Human Resources,5,Bachelor,Life Sciences,1352,Male,Manager,Divorced,Yes,Y,2,0,770,1,3,84,3,4,Medium,14026,17588,1,11,3,2,80,1,33,3,33,9,0,10
38,30 - 39,No,Travel_Rarely,Sales,2,College,Life Sciences,1355,Female,Sales Executive,Divorced,No,Y,3,0,1009,1,2,31,3,2,Low,6893,19461,3,15,3,4,80,1,11,3,7,7,1,7
34,30 - 39,No,Travel_Rarely,Sales,15,College,Medical,1356,Female,Sales Executive,Single,No,Y,6,0,507,1,3,66,3,2,Low,6125,23553,1,12,3,4,80,0,10,4,10,8,9,6
25,18-29,No,Travel_Rarely,Research & Development,19,Below College,Medical,1358,Male,Laboratory Technician,Married,No,Y,6,0,882,1,4,67,3,1,Very High,3669,9075,3,11,3,3,80,3,7,2,3,2,1,2
58,50 - 59,Yes,Travel_Rarely,Research & Development,7,Master,Medical,1360,Female,Manufacturing Director,Married,Yes,Y,0,1,601,1,3,53,2,3,Low,10008,12023,7,14,3,4,80,0,31,2,10,9,5,9
40,40 - 49,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1361,Male,Laboratory Technician,Married,No,Y,3,0,329,1,2,88,3,1,Medium,2387,6762,3,22,4,3,80,1,7,3,4,2,0,3
36,30 - 39,No,Travel_Frequently,Sales,7,Bachelor,Marketing,1362,Female,Sales Executive,Married,No,Y,2,0,607,1,1,83,4,2,Low,4639,2261,2,16,3,4,80,1,17,2,15,7,6,13
48,40 - 49,No,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,1363,Male,Manufacturing Director,Single,No,Y,2,0,855,1,4,54,3,3,Very High,7898,18706,1,11,3,3,80,0,11,3,10,9,0,8
27,18-29,No,Travel_Rarely,Sales,11,Bachelor,Medical,1364,Female,Sales Representative,Married,No,Y,4,0,1291,1,3,98,4,1,Very High,2534,6527,8,14,3,2,80,1,5,3,1,0,0,0
51,50 - 59,No,Travel_Rarely,Research & Development,11,College,Technical Degree,1367,Female,Manufacturing Director,Single,No,Y,1,0,1405,1,4,82,2,4,Medium,13142,24439,3,16,3,2,80,0,29,2,5,2,0,3
18,18-29,No,Non-Travel,Research & Development,1,Bachelor,Life Sciences,1368,Female,Laboratory Technician,Single,No,Y,5,0,1124,1,4,97,3,1,Very High,1611,19305,1,15,3,3,80,0,0,4,0,0,0,0
35,30 - 39,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1369,Female,Laboratory Technician,Married,No,Y,0,0,817,1,4,60,2,2,Very High,5363,10846,0,12,3,2,80,1,10,3,9,7,0,0
27,18-29,No,Travel_Frequently,Sales,2,Below College,Life Sciences,1371,Male,Sales Executive,Single,No,Y,3,0,793,1,4,43,1,2,Very High,5071,20392,3,20,4,2,80,0,8,3,6,2,0,0
55,50 - 59,Yes,Travel_Rarely,Sales,13,Master,Marketing,1372,Male,Sales Executive,Single,Yes,Y,2,1,267,1,1,85,4,4,High,13695,9277,6,17,3,3,80,0,24,2,19,7,3,8
56,50 - 59,No,Travel_Rarely,Research & Development,23,Bachelor,Life Sciences,1373,Male,Manufacturing Director,Married,Yes,Y,0,0,1369,1,4,68,3,4,Medium,13402,18235,4,12,3,1,80,1,33,3,19,16,15,9
34,30 - 39,No,Non-Travel,Research & Development,26,Below College,Technical Degree,1374,Female,Research Scientist,Divorced,No,Y,2,0,999,1,1,92,2,1,High,2029,15891,1,20,4,3,80,3,5,3,5,4,0,0
40,40 - 49,No,Travel_Rarely,Research & Development,2,Below College,Medical,1375,Female,Healthcare Representative,Divorced,No,Y,0,0,1202,1,2,89,4,2,High,6377,13888,5,20,4,2,80,3,15,3,12,11,11,8
34,30 - 39,No,Travel_Rarely,Research & Development,29,Bachelor,Medical,1377,Male,Laboratory Technician,Married,No,Y,1,0,285,1,2,86,3,2,High,5429,17491,4,13,3,1,80,2,10,3,8,7,7,7
31,30 - 39,Yes,Travel_Frequently,Sales,2,Bachelor,Life Sciences,1379,Female,Sales Representative,Single,No,Y,3,1,703,1,3,90,2,1,Very High,2785,11882,7,14,3,3,80,0,3,4,1,0,0,0
35,30 - 39,Yes,Travel_Frequently,Sales,18,Master,Marketing,1380,Female,Sales Executive,Married,Yes,Y,0,1,662,1,4,67,3,2,High,4614,23288,0,18,3,3,80,1,5,2,4,2,3,2
38,30 - 39,No,Travel_Frequently,Research & Development,7,Bachelor,Life Sciences,1382,Male,Research Scientist,Divorced,No,Y,2,0,693,1,4,57,4,1,High,2610,15748,1,11,3,4,80,3,4,3,4,2,0,3
34,30 - 39,No,Travel_Rarely,Research & Development,2,Master,Technical Degree,1383,Female,Healthcare Representative,Single,No,Y,2,0,404,1,3,98,3,2,Very High,6687,6163,1,11,3,4,80,0,14,4,14,11,4,11
28,18-29,No,Travel_Rarely,Sales,26,Bachelor,Life Sciences,1387,Male,Sales Executive,Married,No,Y,0,0,736,1,3,48,2,2,Low,4724,24232,1,11,3,3,80,1,5,3,5,3,0,4
31,30 - 39,Yes,Travel_Rarely,Research & Development,22,Master,Medical,1389,Male,Manufacturing Director,Married,Yes,Y,3,1,330,1,4,98,3,2,High,6179,21057,1,15,3,4,80,2,10,2,10,2,6,7
39,30 - 39,No,Travel_Rarely,Sales,21,Master,Life Sciences,1390,Male,Sales Executive,Married,Yes,Y,2,0,1498,1,1,44,2,2,Very High,6120,3567,3,12,3,4,80,2,8,4,5,4,1,4
51,50 - 59,No,Travel_Frequently,Sales,2,Bachelor,Marketing,1391,Male,Sales Executive,Married,No,Y,5,0,541,1,2,52,3,3,Medium,10596,15395,2,11,3,2,80,0,14,3,4,2,3,2
41,40 - 49,No,Travel_Frequently,Research & Development,22,Bachelor,Life Sciences,1392,Female,Research Scientist,Divorced,Yes,Y,4,0,1200,1,4,75,3,2,Very High,5467,13953,3,14,3,1,80,2,12,2,6,2,3,3
37,30 - 39,No,Travel_Rarely,Research & Development,4,Below College,Life Sciences,1394,Male,Research Scientist,Married,Yes,Y,2,0,1439,1,3,54,3,1,High,2996,5182,7,15,3,4,80,0,8,3,6,4,1,3
33,30 - 39,No,Travel_Frequently,Sales,5,Below College,Life Sciences,1395,Male,Sales Executive,Married,No,Y,2,0,1111,1,2,61,3,2,Very High,9998,19293,6,13,3,1,80,0,8,4,5,4,1,2
32,30 - 39,No,Travel_Rarely,Sales,2,Below College,Marketing,1396,Male,Sales Executive,Married,Yes,Y,3,0,499,1,3,36,3,2,Medium,4078,20497,0,13,3,1,80,3,4,2,3,2,1,2
39,30 - 39,No,Non-Travel,Research & Development,25,College,Life Sciences,1397,Male,Healthcare Representative,Married,No,Y,2,0,1485,1,3,71,3,3,High,10920,3449,3,21,4,2,80,1,13,3,6,4,0,5
25,18-29,No,Travel_Rarely,Sales,18,Below College,Life Sciences,1399,Male,Sales Executive,Married,No,Y,3,0,1372,1,1,93,4,2,High,6232,12477,2,11,3,2,80,0,6,2,3,2,1,2
52,50 - 59,No,Travel_Frequently,Research & Development,28,College,Medical,1401,Female,Manufacturing Director,Married,Yes,Y,3,0,322,1,4,59,4,4,High,13247,9731,2,11,3,2,80,1,24,2,5,3,0,2
43,40 - 49,No,Travel_Rarely,Research & Development,6,Bachelor,Medical,1402,Female,Research Scientist,Single,Yes,Y,3,0,930,1,1,73,2,2,High,4081,20003,1,14,3,1,80,0,20,1,20,7,1,8
27,18-29,No,Travel_Rarely,Sales,10,Bachelor,Marketing,1403,Female,Sales Executive,Married,Yes,Y,3,0,205,1,4,98,2,2,Very High,5769,7100,1,11,3,4,80,0,6,3,6,2,4,4
27,18-29,Yes,Travel_Rarely,Research & Development,17,Master,Life Sciences,1405,Female,Research Scientist,Single,Yes,Y,2,1,135,1,4,51,3,1,High,2394,25681,1,13,3,4,80,0,8,3,8,2,7,7
26,18-29,No,Travel_Rarely,Research & Development,2,Below College,Medical,1407,Male,Research Scientist,Single,No,Y,2,0,683,1,1,36,2,1,Very High,3904,4050,0,12,3,4,80,0,5,3,4,3,1,1
42,40 - 49,No,Travel_Rarely,Human Resources,10,Bachelor,Human Resources,1408,Female,Manager,Married,No,Y,5,0,1147,1,3,31,3,4,Low,16799,16616,0,14,3,3,80,1,21,3,20,7,0,9
32,30 - 39,No,Non-Travel,Research & Development,15,Master,Medical,1955,Female,Healthcare Representative,Divorced,No,Y,6,0,1146,1,3,34,3,2,Very High,6667,16542,5,18,3,2,80,1,9,3,5,1,1,2
36,30 - 39,No,Non-Travel,Research & Development,1,Master,Medical,1662,Female,Manufacturing Director,Married,No,Y,6,0,894,1,4,33,2,2,High,4374,15411,0,15,3,3,80,0,4,3,3,2,1,2
35,30 - 39,No,Non-Travel,Research & Development,8,Master,Life Sciences,1630,Female,Healthcare Representative,Married,No,Y,5,0,208,1,3,52,3,2,High,4148,12250,1,12,3,4,80,1,15,3,14,11,2,9
47,40 - 49,No,Non-Travel,Research & Development,1,Below College,Medical,2000,Female,Research Director,Married,No,Y,3,0,1162,1,3,98,3,3,Medium,11957,17231,0,18,3,1,80,2,14,1,13,8,5,12
18,18-29,No,Non-Travel,Research & Development,14,Bachelor,Medical,1839,Female,Research Scientist,Single,No,Y,4,0,1431,1,2,33,3,1,High,1514,8018,1,16,3,3,80,0,0,1,0,0,0,0
39,30 - 39,No,Non-Travel,Sales,21,Master,Life Sciences,1929,Female,Sales Executive,Married,No,Y,1,0,1251,1,1,32,1,2,High,5736,3987,6,19,3,3,80,1,10,3,3,2,1,2
24,18-29,No,Non-Travel,Sales,13,College,Life Sciences,1495,Female,Sales Representative,Married,No,Y,2,0,830,1,4,78,3,1,Medium,2033,7103,1,13,3,3,80,1,1,3,1,0,0,0
33,30 - 39,No,Non-Travel,Sales,2,Bachelor,Marketing,1756,Female,Sales Executive,Single,No,Y,2,0,1283,1,4,62,3,2,Medium,5147,10697,8,15,3,4,80,0,13,2,11,7,1,7
48,40 - 49,No,Travel_Frequently,Research & Development,22,Bachelor,Medical,1900,Female,Manager,Divorced,No,Y,3,0,117,1,4,58,3,4,Very High,17174,2437,3,11,3,2,80,1,24,3,22,17,4,7
36,30 - 39,No,Travel_Frequently,Research & Development,4,College,Life Sciences,2025,Female,Manufacturing Director,Divorced,No,Y,3,0,688,1,4,97,3,2,Medium,5131,9192,7,13,3,2,80,3,18,3,4,2,0,2
38,30 - 39,No,Travel_Frequently,Research & Development,2,College,Medical,1760,Female,Laboratory Technician,Married,No,Y,4,0,594,1,3,75,2,1,Medium,2468,15963,4,14,3,2,80,1,9,2,6,1,0,5
27,18-29,No,Travel_Frequently,Research & Development,15,Bachelor,Life Sciences,1870,Female,Research Scientist,Married,No,Y,2,0,1131,1,4,77,2,1,Low,4774,23844,0,19,3,4,80,1,8,2,7,6,7,3
40,40 - 49,No,Travel_Frequently,Research & Development,11,Bachelor,Technical Degree,1985,Female,Laboratory Technician,Married,No,Y,2,0,692,1,4,73,3,2,High,6323,26849,1,11,3,1,80,1,10,4,10,9,9,4
29,18-29,No,Travel_Frequently,Research & Development,2,Below College,Life Sciences,1513,Female,Laboratory Technician,Married,No,Y,3,0,410,1,4,97,3,1,Medium,3180,4668,0,13,3,3,80,3,4,3,3,2,0,2
39,30 - 39,No,Travel_Frequently,Research & Development,4,Bachelor,Medical,1633,Female,Manufacturing Director,Single,No,Y,2,0,711,1,1,81,3,2,High,5042,3140,0,13,3,4,80,0,10,1,9,2,3,8
42,40 - 49,No,Travel_Frequently,Research & Development,9,College,Medical,1480,Female,Laboratory Technician,Single,No,Y,3,0,748,1,1,74,3,1,Very High,3673,16458,1,13,3,3,80,0,12,3,12,9,5,8
30,30 - 39,No,Travel_Frequently,Research & Development,2,Master,Technical Degree,1745,Female,Research Scientist,Single,No,Y,2,0,1312,1,4,78,2,1,Low,4968,26427,0,16,3,4,80,0,10,3,9,7,0,7
44,40 - 49,No,Travel_Frequently,Sales,1,Doctor,Marketing,1481,Female,Sales Executive,Married,No,Y,4,0,383,1,1,79,3,2,High,4768,9282,7,12,3,3,80,1,11,2,1,0,0,0
31,30 - 39,No,Travel_Frequently,Sales,7,Master,Marketing,1833,Female,Sales Executive,Married,No,Y,3,0,1125,1,1,68,3,3,Low,9637,8277,2,14,3,4,80,2,9,3,3,2,2,2
25,18-29,No,Travel_Rarely,Human Resources,2,Bachelor,Human Resources,1987,Female,Human Resources,Married,No,Y,3,0,309,1,3,82,3,1,Medium,2187,19655,4,14,3,3,80,0,6,3,2,0,1,2
47,40 - 49,No,Travel_Rarely,Human Resources,26,Master,Life Sciences,1625,Female,Manager,Married,No,Y,2,0,1176,1,4,98,3,5,High,19658,5220,3,11,3,3,80,1,27,3,5,2,1,0
31,30 - 39,No,Travel_Rarely,Human Resources,8,College,Medical,1461,Female,Human Resources,Single,No,Y,3,0,1398,1,4,96,4,1,Medium,2109,24609,9,18,3,4,80,0,8,3,3,2,0,2
31,30 - 39,No,Travel_Rarely,Research & Development,4,Bachelor,Medical,1916,Female,Laboratory Technician,Divorced,No,Y,0,0,471,1,1,62,4,1,High,3978,16031,8,12,3,2,80,1,4,2,2,2,2,2
40,40 - 49,No,Travel_Rarely,Research & Development,12,Bachelor,Life Sciences,1829,Female,Healthcare Representative,Divorced,No,Y,3,0,750,1,2,47,3,2,Low,4448,10748,2,12,3,2,80,1,15,3,7,4,7,7
40,40 - 49,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1822,Female,Healthcare Representative,Divorced,No,Y,3,0,1194,1,3,52,3,2,Very High,6513,9060,4,17,3,4,80,1,12,3,5,3,0,3
29,18-29,No,Travel_Rarely,Research & Development,4,Bachelor,Technical Degree,1762,Female,Research Scientist,Divorced,No,Y,2,0,590,1,4,91,2,1,Low,2109,10007,1,13,3,3,80,1,1,3,1,0,0,0
34,30 - 39,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1658,Female,Research Scientist,Divorced,No,Y,2,0,1130,1,4,66,3,2,Medium,5433,19332,1,12,3,3,80,1,11,3,11,8,7,9
45,40 - 49,No,Travel_Rarely,Research & Development,2,College,Other,1635,Female,Manufacturing Director,Divorced,No,Y,3,0,1329,1,4,59,2,2,Very High,5770,5388,1,19,3,1,80,2,10,3,10,7,3,9
50,50 - 59,No,Travel_Rarely,Research & Development,17,Doctor,Life Sciences,1656,Female,Research Director,Divorced,No,Y,3,0,813,1,4,50,2,3,Low,13269,21981,5,15,3,3,80,3,19,3,14,11,1,11
33,30 - 39,No,Travel_Rarely,Research & Development,4,Master,Medical,1502,Female,Laboratory Technician,Married,No,Y,5,0,1099,1,1,82,2,1,Medium,3838,8192,8,11,3,4,80,0,8,3,5,4,0,2
43,40 - 49,No,Travel_Rarely,Research & Development,6,Bachelor,Medical,1866,Female,Manager,Married,No,Y,2,0,823,1,1,81,2,5,High,19392,22539,7,13,3,4,80,0,21,3,16,12,6,14
51,50 - 59,No,Travel_Rarely,Research & Development,3,Bachelor,Technical Degree,1786,Female,Manager,Married,No,Y,2,0,942,1,1,53,3,3,High,13116,22984,2,11,3,4,80,0,15,3,2,2,2,2
34,30 - 39,No,Travel_Rarely,Research & Development,19,Bachelor,Life Sciences,1701,Female,Research Scientist,Married,No,Y,3,0,678,1,2,35,2,1,Very High,2929,20338,1,12,3,2,80,0,10,3,10,9,8,7
27,18-29,No,Travel_Rarely,Research & Development,8,Bachelor,Medical,1647,Female,Research Scientist,Married,No,Y,0,0,486,1,2,86,4,1,High,3517,22490,7,17,3,1,80,0,5,3,3,2,0,2
52,50 - 59,No,Travel_Rarely,Research & Development,8,Master,Other,1409,Female,Laboratory Technician,Married,No,Y,2,0,258,1,3,54,3,1,Low,2950,17363,9,13,3,3,80,0,12,1,5,4,0,4
38,30 - 39,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,2015,Female,Research Director,Married,No,Y,3,0,201,1,2,99,1,3,High,13206,3376,3,12,3,1,80,1,20,3,18,16,1,11
37,30 - 39,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,1640,Female,Research Scientist,Married,No,Y,2,0,1470,1,2,71,3,1,Medium,3936,9953,1,11,3,1,80,1,8,1,8,4,7,7
29,18-29,No,Travel_Rarely,Research & Development,8,Below College,Other,1544,Female,Healthcare Representative,Married,No,Y,3,0,441,1,3,39,1,2,Low,9715,7288,3,13,3,3,80,1,9,3,7,7,0,7
35,30 - 39,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,2052,Female,Research Scientist,Married,No,Y,5,0,287,1,3,62,1,1,Very High,2977,8952,1,12,3,4,80,1,4,3,4,3,1,1
40,40 - 49,No,Travel_Rarely,Research & Development,2,College,Life Sciences,1802,Female,Laboratory Technician,Married,No,Y,5,0,616,1,3,99,3,1,Low,3377,25605,4,17,3,4,80,1,7,2,4,3,0,2
49,40 - 49,No,Travel_Rarely,Research & Development,25,Master,Life Sciences,1617,Female,Laboratory Technician,Married,No,Y,3,0,722,1,3,84,3,1,Low,3211,22102,1,14,3,4,80,1,10,2,9,6,1,4
48,40 - 49,No,Travel_Rarely,Research & Development,15,Master,Other,1576,Female,Research Scientist,Married,No,Y,3,0,1108,1,3,65,3,1,Low,2367,16530,8,12,3,4,80,1,10,2,8,2,7,6
34,30 - 39,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1447,Female,Laboratory Technician,Married,No,Y,2,0,401,1,4,86,2,1,Medium,3294,3708,5,17,3,1,80,1,7,2,5,4,0,2
32,30 - 39,No,Travel_Rarely,Research & Development,5,College,Life Sciences,1555,Female,Research Scientist,Married,No,Y,2,0,824,1,4,67,2,2,Medium,5878,15624,3,12,3,1,80,1,12,3,7,1,2,5
38,30 - 39,No,Travel_Rarely,Research & Development,6,College,Other,1782,Female,Laboratory Technician,Married,No,Y,3,0,1153,1,4,40,2,1,High,3702,16376,1,11,3,2,80,1,5,3,5,4,0,4
38,30 - 39,No,Travel_Rarely,Research & Development,4,College,Medical,1687,Female,Laboratory Technician,Married,No,Y,5,0,1495,1,4,87,3,1,High,3306,26176,7,19,3,4,80,1,7,2,0,0,0,0
29,18-29,No,Travel_Rarely,Research & Development,9,Master,Medical,1709,Female,Laboratory Technician,Married,No,Y,2,0,1082,1,4,43,3,1,High,2974,25412,9,17,3,3,80,1,9,3,5,3,1,2
54,50 - 59,No,Travel_Rarely,Research & Development,7,Master,Medical,1830,Female,Research Scientist,Married,No,Y,2,0,431,1,4,68,3,2,Very High,6854,15696,4,15,3,2,80,1,14,2,7,1,1,7
40,40 - 49,No,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,1628,Female,Manufacturing Director,Married,No,Y,2,0,884,1,1,80,2,3,High,10435,25800,1,13,3,4,80,2,18,3,18,15,14,12
49,40 - 49,No,Travel_Rarely,Research & Development,22,Master,Other,1655,Female,Research Director,Married,No,Y,2,0,301,1,1,72,3,4,Medium,16413,3498,3,16,3,2,80,2,27,3,4,2,1,2
54,50 - 59,No,Travel_Rarely,Research & Development,9,College,Life Sciences,1969,Female,Research Scientist,Married,No,Y,6,0,155,1,1,67,3,2,High,2897,22474,3,11,3,3,80,2,9,2,4,3,2,3
47,40 - 49,No,Travel_Rarely,Research & Development,2,Master,Medical,1443,Female,Research Director,Married,No,Y,2,0,359,1,1,82,3,4,High,17169,26703,3,19,3,2,80,2,26,4,20,17,5,6
45,40 - 49,No,Travel_Rarely,Research & Development,25,College,Life Sciences,1888,Female,Manufacturing Director,Married,No,Y,2,0,556,1,2,93,2,2,Very High,5906,23888,0,13,3,4,80,2,10,2,9,8,3,8
36,30 - 39,No,Travel_Rarely,Research & Development,5,Master,Life Sciences,1651,Female,Healthcare Representative,Married,No,Y,6,0,711,1,2,42,3,3,Low,8008,22792,4,12,3,3,80,2,9,3,3,2,0,2
32,30 - 39,No,Travel_Rarely,Research & Development,5,Master,Other,1607,Female,Research Scientist,Married,No,Y,3,0,634,1,2,35,4,1,Very High,3312,18783,3,17,3,4,80,2,6,3,3,2,0,2
40,40 - 49,No,Travel_Rarely,Research & Development,2,Master,Medical,2051,Female,Research Scientist,Married,No,Y,2,0,1194,1,3,98,3,1,High,2001,12549,2,14,3,2,80,3,20,3,5,3,0,2
31,30 - 39,No,Travel_Rarely,Research & Development,8,Doctor,Life Sciences,1430,Female,Research Director,Single,No,Y,3,0,182,1,1,93,3,4,Medium,16422,8847,3,11,3,3,80,0,9,4,3,2,1,0
